"feature","p","r","fdr","gname","pname"
"P22314",0.901717704068075,0.0100764225646481,0.960668276859298,"UBA1","Ubiquitin Like Modifier Activating Enzyme 1"
"Q8WUM4",0.357613459753795,0.0306527344566284,0.733489571490499,"PDCD6IP","Programmed Cell Death 6 Interacting Protein"
"P14324",0.180749476716847,-0.0616736634906748,0.554248860627536,"FDPS","Farnesyl Diphosphate Synthase"
"P34896",0.35805415101195,0.000292941484141971,0.733489571490499,"SHMT1","Serine Hydroxymethyltransferase 1"
"P23381",0.129303788385407,-0.0387255850370749,0.482963806020237,"WARS","Tryptophanyl-Trna Synthetase"
"Q9HBR0",0.737902663322886,0.051948312272521,0.911902723379997,"SLC38A10","Solute Carrier Family 38 Member 10"
"A0A075B6I0",0.637642423653523,0.0238372275311027,0.911627716851445,"IGLV8-61","Immunoglobulin Lambda Variable 8-61(Iglv8-61)"
"P04430",0.130678361275311,0.0241009580868968,0.482963806020237,"IGKV1-16","Immunoglobulin Kappa Variable 1-16(Igkv1-16)"
"P49006",0.254940813096944,-0.0151091078295602,0.638033546993753,"MARCKSL1","Marcks Like 1"
"P23083",0.0962446975954736,-0.00743290805489544,0.438096827708708,"IGHV1OR15-1","Immunoglobulin Heavy Variable 1/Or15-1 (Non-Functional)(Ighv1or15-1)"
"Q14914",0.435585752883248,0.00130397321323118,0.790209836060023,"PTGR1","Prostaglandin Reductase 1"
"P24298",0.684313864927599,-0.0597543375254742,0.911627716851445,"GPT","Glutamic--Pyruvic Transaminase"
"P28066",0.772122798443272,-0.0238556366717635,0.928606825330627,"PSMA5","Proteasome Subunit Alpha 5"
"P61088",0.813926327684011,0.0323736568667647,0.938461503504515,"UBE2N","Ubiquitin Conjugating Enzyme E2 N"
"P22676",0.202888284905618,-0.00383060881325107,0.586430522124459,"CALB2","Calbindin 2"
"Q9BWD1",0.364732554179134,-0.00384890457111921,0.741378179121661,"ACAT2","Acetyl-Coa Acetyltransferase 2"
"Q9NR19",0.329455819844179,0.032232043589438,0.724116437365851,"ACSS2","Acyl-Coa Synthetase Short-Chain Family Member 2"
"P26641",0.310017351872853,-0.00301867681700781,0.692208055504465,"EEF1G","Eukaryotic Translation Elongation Factor 1 Gamma"
"B1AKG0",0.0733155719501387,-0.0445242450550494,0.396656043114853,"CFHR1","Complement Factor H Related 1"
"C9JXB8",0.944050346418437,-0.0225996479397157,0.972624637587499,"RPL24","Ribosomal Protein L24"
"P39019",0.519310187879368,0.0296993783360035,0.874622952629154,"RPS19","Ribosomal Protein S19"
"Q6UXA7",0.0148704911611409,0.0397136182718329,0.165140717631617,"C6ORF15","Chromosome 6 Open Reading Frame 15(C6orf15)"
"P00352",0.703986893677772,-0.0326666340973171,0.911627716851445,"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1"
"Q02878",0.172505916469749,-0.0313979259744116,0.539240716668399,"RPL6","Ribosomal Protein L6"
"P39023",0.74568577551962,-0.028234793012782,0.917432645099941,"RPL3","Ribosomal Protein L3"
"P55072",0.302409010744249,0.0683177019163668,0.682441724781139,"VCP","Valosin Containing Protein"
"P11216",0.908799376918153,0.00876868803386866,0.960668276859298,"PYGB","Phosphorylase, Glycogen; Brain"
"Q8N392",0.0171680414716571,0.0531728065454751,0.179757451518226,"ARHGAP18","Rho Gtpase Activating Protein 18"
"Q99650",0.520214125852885,0.0063429584060937,0.874622952629154,"OSMR","Oncostatin M Receptor"
"Q96MK3",0.212419514499877,0.0124736213694881,0.597288105529924,"FAM20A","Fam20a, Golgi Associated Secretory Pathway Pseudokinase"
"Q8WVC2",0.55055284467733,-0.0161578630290021,0.888929103002584,"RPS21","Ribosomal Protein S21"
"P04233",0.0240724735161255,-0.0424202233874358,0.220838778778369,"CD74","Cd74 Molecule"
"P61160",0.599388660605897,0.00170062985644667,0.896957499204569,"ACTR2","Arp2 Actin Related Protein 2 Homolog"
"P51884",0.752911101653356,0.0108026013306244,0.922954021594603,"LUM","Lumican"
"Q15782",0.039322239112702,-0.0332606845472304,0.284789589784241,"CHI3L2","Chitinase 3 Like 2"
"O14672",0.188739335524159,0.0195071806472895,0.564879429724787,"ADAM10","Adam Metallopeptidase Domain 10"
"Q9Y2S2",6.11236401322554e-10,-0.010773670212431,2.57941761358118e-07,"CRYL1","Crystallin Lambda 1"
"P00568",0.414268382225076,0.00568931146845155,0.780452041513313,"AK1","Adenylate Kinase 1"
"P98082",0.66296382764003,0.00802506863889403,0.911627716851445,"DAB2","Dab2, Clathrin Adaptor Protein"
"Q96TA1",0.804171388264704,-0.000403085964377729,0.933412733132227,"FAM129B","Family With Sequence Similarity 129 Member B"
"P07195",0.696865742331436,-0.0170876304628253,0.911627716851445,"LDHB","Lactate Dehydrogenase B"
"P36578",0.7315789235935,0.0280883994996968,0.911902723379997,"RPL4","Ribosomal Protein L4"
"Q9NZ08",0.218513422487031,-0.0256316089123196,0.60046901554867,"ERAP1","Endoplasmic Reticulum Aminopeptidase 1"
"P81605",0.0877835092011498,0.0171717289693907,0.432322942398312,"DCD","Dermcidin"
"P07741",0.702922173375067,0.0368820582506503,0.911627716851445,"APRT","Adenine Phosphoribosyltransferase"
"Q9Y646",0.0720301476739238,0.064103278550584,0.396656043114853,"CPQ","Carboxypeptidase Q"
"Q9BXJ1",0.340782682241692,0.0252335166480744,0.732476704448106,"C1QTNF1","C1q And Tumor Necrosis Factor Related Protein 1"
"Q5JP53",0.166664249735478,0.0367751920006958,0.528814386378735,"TUBB","Tubulin Beta Class I"
"P27348",0.087234556544697,-0.027361401428871,0.432322942398312,"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta"
"Q01518",0.503284842435995,-0.0216582979627239,0.866882463297918,"CAP1","Adenylate Cyclase Associated Protein 1"
"P05546",0.486868307452942,0.00128536001527327,0.849001759277445,"SERPIND1","Serpin Family D Member 1"
"P46940",0.83062859510655,0.00876855292499437,0.943902336281051,"IQGAP1","Iq Motif Containing Gtpase Activating Protein 1"
"P50990",0.513754501379029,-0.00929167201208124,0.874211288636897,"CCT8","Chaperonin Containing Tcp1 Subunit 8"
"P69905",0.957437922643544,0.00957945193717103,0.975939138540037,"HBA1","Hemoglobin Subunit Alpha 1"
"P68871",0.910586044416396,0.00762991006925682,0.960668276859298,"HBB","Hemoglobin Subunit Beta"
"Q9NR45",0.0564763399667979,0.0192500981635675,0.345406021246213,"NANS","N-Acetylneuraminate Synthase"
"P29622",0.537679876658864,0.0565753539547405,0.882882910311443,"SERPINA4","Serpin Family A Member 4"
"P06312",0.705847400089045,-0.0333769084854192,0.911627716851445,"IGKV4-1","Immunoglobulin Kappa Variable 4-1(Igkv4-1)"
"P60022",0.00197920124921333,-0.0663611297349964,0.0522014329480015,"DEFB1","Defensin Beta 1"
"E7EPB3",0.649128968985177,-0.0082059973494417,0.911627716851445,"RPL14","Ribosomal Protein L14"
"Q9H772",0.275481888272705,0.0262099540413804,0.665142156021662,"GREM2","Gremlin 2, Dan Family Bmp Antagonist"
"P36222",0.127267778556887,-0.029892391281598,0.482963806020237,"CHI3L1","Chitinase 3 Like 1"
"Q14195",0.63648557098263,-0.0114217033411195,0.911627716851445,"DPYSL3","Dihydropyrimidinase Like 3"
"P46777",0.335344094277297,-0.0243925435680043,0.732476704448106,"RPL5","Ribosomal Protein L5"
"P62805",0.257027732201275,0.0210607382142297,0.638033546993753,"HIST4H4","Histone Cluster 4 H4"
"Q03167",0.391667760204875,-0.0297346423665345,0.761676473762475,"TGFBR3","Transforming Growth Factor Beta Receptor 3"
"P15924",0.427230904875931,0.00381470906148625,0.78599435862833,"DSP","Desmoplakin"
"P20827",0.102304453830972,-0.0531682772715308,0.445077108419279,"EFNA1","Ephrin A1"
"P04271",0.0100295754004226,0.00664499703775575,0.129927331392118,"S100B","S100 Calcium Binding Protein B"
"H3BVI7",0.433493528957781,-0.0191494606964899,0.790209836060023,"CDH1","Cadherin 1"
"F8WBR5",0.497292227834413,0.00655057720914085,0.860070984205419,"CALM2","Calmodulin 2"
"A0A0C4DH68",0.282876311787186,0.0258254247453323,0.666892757397724,"IGKV2-24","Immunoglobulin Kappa Variable 2-24(Igkv2-24)"
"E9PJD9",0.776681075020464,-0.0466788394133918,0.928606825330627,"RPL27A","Ribosomal Protein L27a"
"P0DJI8",0.567192931580157,0.00085284708695771,0.893135962739859,"SAA1","Serum Amyloid A1"
"A0A0C4DH36",0.478007452980412,-0.00308422502246176,0.837008901069435,"IGHV3-38","Immunoglobulin Heavy Variable 3-38 (Non-Functional)(Ighv3-38)"
"P01861",0.234255851933095,-0.0390880478010749,0.621735657331861,"IGHG4","Immunoglobulin Heavy Constant Gamma 4 (G4m Marker)"
"P11908",0.0438656951089471,0.0231415272433488,0.284789589784241,"PRPS2","Phosphoribosyl Pyrophosphate Synthetase 2"
"C9JFR9",0.00706121062388224,0.01625563205172,0.104614771179413,"CYP8B1","Cytochrome P450 Family 8 Subfamily B Member 1"
"P50897",0.12847968849392,0.0381793496323213,0.482963806020237,"PPT1","Palmitoyl-Protein Thioesterase 1"
"P60866",0.436300691473899,-0.0243422173332113,0.790209836060023,"RPS20","Ribosomal Protein S20"
"P18085",0.784922822217874,-0.0100978452789793,0.930442221842536,"ARF4","Adp Ribosylation Factor 4"
"P62424",0.758045731835257,-4.25054071143502e-05,0.924552886804851,"RPL7A","Ribosomal Protein L7a"
"O75629",2.1289510734601e-05,0.0862251038585643,0.00162948183359037,"CREG1","Cellular Repressor Of E1a Stimulated Genes 1"
"P62263",0.665208987544469,-0.00717449474270588,0.911627716851445,"RPS14","Ribosomal Protein S14"
"P15814",0.649306287529781,-0.00511518808478316,0.911627716851445,"IGLL1","Immunoglobulin Lambda Like Polypeptide 1"
"P61353",0.608581516291548,-0.0266212720272234,0.904300703785329,"RPL27","Ribosomal Protein L27"
"P06702",0.120826378666881,0.0266434479271658,0.482963806020237,"S100A9","S100 Calcium Binding Protein A9"
"P53396",0.692904310219888,-0.00686170897387502,0.911627716851445,"ACLY","Atp Citrate Lyase"
"A0A0C4DH34",0.00181886988322521,-0.0717646432380151,0.0511708727147359,"IGHV4-28","Immunoglobulin Heavy Variable 4-28(Ighv4-28)"
"P24534",0.0978220275294503,0.00736426867550927,0.439158464015192,"EEF1B2","Eukaryotic Translation Elongation Factor 1 Beta 2"
"Q02790",0.350616811133927,-0.0345962316360892,0.732476704448106,"FKBP4","Fk506 Binding Protein 4"
"P07357",0.0417139420621339,-0.0261628062565715,0.284789589784241,"C8A","Complement C8 Alpha Chain"
"P30043",0.268756957942887,-0.0242020137169405,0.659392071231966,"BLVRB","Biliverdin Reductase B"
"Q9UBR2",0.634392040311442,-0.000117950010929152,0.911627716851445,"CTSZ","Cathepsin Z"
"P62266",0.973803612793074,-0.0148020595412367,0.987848857208359,"RPS23","Ribosomal Protein S23"
"P28070",0.212968434233111,-0.0350989634220147,0.597288105529924,"PSMB4","Proteasome Subunit Beta 4"
"P22307",0.428385550911175,0.0115802343187089,0.78599435862833,"SCP2","Sterol Carrier Protein 2"
"M0R0F0",0.0896922467303937,-0.0228538251065909,0.432322942398312,"RPS5","Ribosomal Protein S5"
"A0A075B6K5",1.74417269868652e-05,-0.000765919234129956,0.00162948183359037,"IGLV3-9","Immunoglobulin Lambda Variable 3-9 (Gene/Pseudogene)(Iglv3-9)"
"P30050",0.991986807393907,-0.0101286909303572,0.994551634499535,"RPL12","Ribosomal Protein L12"
"P62753",0.400896848150381,-0.022430529814685,0.768993045088458,"RPS6","Ribosomal Protein S6"
"A0A0B4J1V2",0.0379962326618766,0.0141201136069802,0.284789589784241,"IGHV2-26","Immunoglobulin Heavy Variable 2-26(Ighv2-26)"
"Q6ZVX7",0.701835519215452,-0.0302337496738759,0.911627716851445,"NCCRP1","Non-Specific Cytotoxic Cell Receptor Protein 1 Homolog (Zebrafish)"
"P16152",0.858620804567803,-0.0403706698361384,0.946484211025492,"CBR1","Carbonyl Reductase 1"
"P14923",0.387449405636938,0.0252083993082648,0.761264070800365,"JUP","Junction Plakoglobin"
"P48637",0.379900229065354,0.0137266637375981,0.756216493705564,"GSS","Glutathione Synthetase"
"P05109",0.19066863974526,0.0173660091107184,0.566634971637323,"S100A8","S100 Calcium Binding Protein A8"
"Q16706",0.115272483425031,0.0575469015880919,0.477081785648576,"MAN2A1","Mannosidase Alpha Class 2a Member 1"
"Q08554",0.952445314737245,-0.0124352353017523,0.974134546752909,"DSC1","Desmocollin 1"
"P25788",0.907473269764031,-0.0153016741950936,0.960668276859298,"PSMA3","Proteasome Subunit Alpha 3"
"P10316",0.84817785519539,-0.0150346118783326,0.945886944165798,"HLA-A","Major Histocompatibility Complex, Class I, A(Hla-A)"
"Q6UX73",0.15026630347647,0.0353910205173711,0.523012372193338,"C16ORF89","Chromosome 16 Open Reading Frame 89(C16orf89)"
"Q7KZF4",0.215334060522897,-0.0179949178902793,0.5978353522412,"SND1","Staphylococcal Nuclease And Tudor Domain Containing 1"
"P17858",0.56245221698446,0.0282484854242938,0.892311411907677,"PFKL","Phosphofructokinase, Liver Type"
"Q13200",0.239304576367813,-0.00156404346957334,0.623373649550724,"PSMD2","Proteasome 26s Subunit, Non-Atpase 2"
"P50991",0.355891525841738,-0.00598778735854205,0.733489571490499,"CCT4","Chaperonin Containing Tcp1 Subunit 4"
"P01031",0.529943974383561,0.034386951742175,0.879581324366221,"C5","Complement C5"
"P35579",0.805123779289409,0.0264856323871644,0.933412733132227,"MYH9","Myosin Heavy Chain 9"
"P01877",0.427719996483691,-0.000700360369752278,0.78599435862833,"IGHA2","Immunoglobulin Heavy Constant Alpha 2 (A2m Marker)"
"P59666",0.567204829417731,0.0218929471196639,0.893135962739859,"DEFA3","Defensin Alpha 3"
"Q99878",0.692691194380516,0.00293155101390719,0.911627716851445,"HIST1H2AJ","Histone Cluster 1 H2a Family Member J"
"J3QR09",0.160647067201669,-0.027015235296819,0.525383005300902,"RPL19","Ribosomal Protein L19"
"Q6UXB2",0.582133117826219,-0.0496222884530965,0.895087449556247,"CXCL17","C-X-C Motif Chemokine Ligand 17"
"M0R3D6",0.551894372006343,-0.0309631128343438,0.888929103002584,"RPL18A","Ribosomal Protein L18a"
"P25398",0.296485733057506,0.00331427555931314,0.67862456378775,"RPS12","Ribosomal Protein S12"
"H7C2W9",0.365418628571814,-0.0329639739880482,0.741378179121661,"RPL31","Ribosomal Protein L31"
"P46781",0.712884233556817,-0.00270997943946174,0.911627716851445,"RPS9","Ribosomal Protein S9"
"P49773",0.127696931169354,-0.000551776596546102,0.482963806020237,"HINT1","Histidine Triad Nucleotide Binding Protein 1"
"D3YTB1",0.802407617197957,0.0113018357903626,0.933412733132227,"RPL32","Ribosomal Protein L32"
"P62906",0.735734481963861,-0.0195494522678712,0.911902723379997,"RPL10A","Ribosomal Protein L10a"
"M0QZC5",0.278093480887322,0.00757436446935743,0.665738605840373,"RPS11","Ribosomal Protein S11"
"P29762",0.655582837733628,0.0336467286789416,0.911627716851445,"CRABP1","Cellular Retinoic Acid Binding Protein 1"
"P09237",0.0901526514953825,-0.0474097695355039,0.432322942398312,"MMP7","Matrix Metallopeptidase 7"
"A0A0C4DH31",0.125408320415404,0.00784087834976989,0.482963806020237,"IGHV1-18","Immunoglobulin Heavy Variable 1-18(Ighv1-18)"
"A0A075B6K4",0.562102594837853,-0.00625202766181539,0.892311411907677,"IGLV3-10","Immunoglobulin Lambda Variable 3-10(Iglv3-10)"
"P01701",0.739030169184737,-0.00839921141994147,0.911902723379997,"IGLV1-51","Immunoglobulin Lambda Variable 1-51(Iglv1-51)"
"P80188",0.886907453720375,-0.0252785723733765,0.952901578786259,"LCN2","Lipocalin 2"
"P62851",0.588651784385452,-0.0129239937678345,0.895087449556247,"RPS25","Ribosomal Protein S25"
"Q9H3G5",0.138516486431759,0.00573282094942281,0.497084599205114,"CPVL","Carboxypeptidase, Vitellogenic Like"
"Q9NZT1",0.224943023325248,-0.0174578805414445,0.603812141608242,"CALML5","Calmodulin Like 5"
"Q9Y2V2",0.0399535733065606,0.00495259304164029,0.284789589784241,"CARHSP1","Calcium Regulated Heat Stable Protein 1"
"Q66K79",0.0238089744262817,-0.0230386921297181,0.220838778778369,"CPZ","Carboxypeptidase Z"
"P37837",0.181247257740758,0.0171530582934818,0.554248860627536,"TALDO1","Transaldolase 1"
"Q92597",0.630316818165125,-0.0251499719339463,0.911627716851445,"NDRG1","N-Myc Downstream Regulated 1"
"B4DXW1",0.57776930077026,-0.0143921105183013,0.895087449556247,"ACTR3","Arp3 Actin Related Protein 3 Homolog"
"P78371",0.822192173527774,0.00906140800726819,0.940284816337996,"CCT2","Chaperonin Containing Tcp1 Subunit 2"
"P28072",0.0696762254984089,0.00919141777154102,0.396656043114853,"PSMB6","Proteasome Subunit Beta 6"
"P01780",0.00627378538307482,-0.00629654012055435,0.102803199778387,"IGHV3-7","Immunoglobulin Heavy Variable 3-7(Ighv3-7)"
"C9JVB2",0.39575046781468,0.00392423745562792,0.762965793474098,"KIAA0319L","Kiaa0319 Like"
"O15143",0.14017314527348,-0.0105993292154092,0.497084599205114,"ARPC1B","Actin Related Protein 2/3 Complex Subunit 1b"
"P49788",0.0267305000566557,-0.0687232139496613,0.235005646331432,"RARRES1","Retinoic Acid Receptor Responder 1"
"O43175",0.604714612103273,-0.0192615022002307,0.901729916281205,"PHGDH","Phosphoglycerate Dehydrogenase"
"P04196",0.51764732994371,-0.0145940476084491,0.874622952629154,"HRG","Histidine Rich Glycoprotein"
"P27469",0.00372234464671497,0.0366758584667772,0.0826752337323009,"G0S2","G0/G1 Switch 2"
"Q6UX06",0.0510935560426776,-0.0475844307144027,0.321813144029999,"OLFM4","Olfactomedin 4"
"P09960",0.619295330671839,0.0120097745676036,0.911627716851445,"LTA4H","Leukotriene A4 Hydrolase"
"O15144",0.551388991967078,-0.00812145730247359,0.888929103002584,"ARPC2","Actin Related Protein 2/3 Complex Subunit 2"
"O43405",0.0124151460158329,0.0248668661205362,0.147607130900165,"COCH","Cochlin"
"P33908",0.0725482559042969,-0.0358654274134141,0.396656043114853,"MAN1A1","Mannosidase Alpha Class 1a Member 1"
"Q9Y2J8",0.0315373693624003,0.0147842413632135,0.247423766974265,"PADI2","Peptidyl Arginine Deiminase 2"
"E9PBS1",0.309078855114442,0.00815805674131206,0.692208055504465,"PAICS","Phosphoribosylaminoimidazole Carboxylase; Phosphoribosylaminoimidazolesuccinocarboxamide Synthase"
"P14868",0.694064208531444,-0.00697069643095679,0.911627716851445,"DARS","Aspartyl-Trna Synthetase"
"P26572",0.256291606577055,0.00972894783304333,0.638033546993753,"MGAT1","Mannosyl (Alpha-1,3-)-Glycoprotein Beta-1,2-N-Acetylglucosaminyltransferase"
"P05154",0.130922996867754,-0.00347209873372244,0.482963806020237,"SERPINA5","Serpin Family A Member 5"
"P11279",0.650905842161891,-0.0300398111993339,0.911627716851445,"LAMP1","Lysosomal Associated Membrane Protein 1"
"A0A087WSY5",0.947271862674081,-0.0178024477708845,0.972624637587499,"CPB2","Carboxypeptidase B2"
"Q15084",0.00692111015477516,-0.0154127589270022,0.104614771179413,"PDIA6","Protein Disulfide Isomerase Family A Member 6"
"P01619",0.0029751577251852,-0.0156390267284973,0.0738539152957739,"IGKV3-20","Immunoglobulin Kappa Variable 3-20(Igkv3-20)"
"P01624",0.0053733773661451,0.0349425087218502,0.102387067362152,"IGKV3-15","Immunoglobulin Kappa Variable 3-15(Igkv3-15)"
"Q00610",0.953359165424055,-0.0111225328434404,0.974134546752909,"CLTC","Clathrin Heavy Chain"
"Q86VP6",0.754547719076157,0.00360187966088041,0.922954021594603,"CAND1","Cullin Associated And Neddylation Dissociated 1"
"O43490",0.226071844488394,-0.038051178706428,0.603812141608242,"PROM1","Prominin 1"
"P13497",0.929802827745211,0.00202238677191131,0.969746260748902,"BMP1","Bone Morphogenetic Protein 1"
"Q562R1",0.00558033779461968,0.0172847547219353,0.102387067362152,"ACTBL2","Actin, Beta Like 2"
